preco,area_m2,quartos,banheiros,garagem,idade_do_imovel,latitude,longitude,bairro,seguranca
1167065.62,160.1,2,3,0,11,-23.538018,-46.663926,Jardim Sul,2
1111420.15,120.62,2,3,1,11,-23.56741,-46.604138,Vila Nobre,2
632058.01,100.41,2,2,1,10,-23.65787,-46.615756,Zona Leste,2
533610.24,15.95,2,2,1,8,-23.539832,-46.627563,Vila Nobre,2
1100210.41,119.2,3,2,3,1,-23.672982,-46.588853,Jardim Sul,2
1443903.09,181.55,3,3,1,18,-23.61619,-46.640573,Vila Nobre,2
624075.58,141.98,2,2,0,21,-23.618756,-46.615664,Zona Leste,2
678663.0,70.68,4,3,1,1,-23.505564,-46.682455,Jardim Sul,2
1626478.41,165.71,4,3,2,36,-23.687178,-46.527096,Vila Nobre,2
914040.45,97.21,2,2,1,39,-23.612587,-46.554605,Vila Nobre,2
691644.58,114.2,2,2,0,39,-23.616789,-46.560178,Jardim Sul,1
759501.48,85.02,3,1,2,24,-23.507856,-46.542927,Jardim Sul,2
587895.35,50.72,3,2,2,28,-23.591484,-46.538574,Jardim Sul,2
588177.38,90.31,2,1,1,46,-23.576903,-46.595172,Centro,2
900343.17,140.03,3,2,1,17,-23.688551,-46.559346,Jardim Sul,2
379235.68,30.14,2,2,2,13,-23.522796,-46.672226,Centro,2
586756.49,84.35,3,3,3,10,-23.62366,-46.577918,Jardim Sul,2
716470.17,130.87,3,3,3,36,-23.571556,-46.608348,Centro,1
896316.31,133.78,3,2,3,9,-23.680626,-46.516541,Centro,2
1118569.36,189.22,1,1,1,15,-23.62942,-46.679154,Jardim Sul,1
433273.53,31.65,2,2,1,49,-23.606147,-46.688598,Jardim Sul,3
550705.48,130.19,2,2,3,34,-23.587575,-46.599572,Bairro Industrial,2
751319.98,109.46,4,2,1,21,-23.582751,-46.630784,Jardim Sul,1
1151901.65,137.0,3,1,1,26,-23.621754,-46.653103,Vila Nobre,2
317501.04,29.31,2,3,2,19,-23.630535,-46.683309,Zona Leste,2
448860.14,42.49,3,2,1,3,-23.618424,-46.641801,Jardim Sul,2
913187.56,133.37,2,2,2,24,-23.513223,-46.627449,Jardim Sul,1
609020.35,85.49,3,2,1,9,-23.529223,-46.619828,Zona Leste,2
643770.81,87.91,3,2,1,46,-23.576842,-46.642874,Zona Leste,3
944639.59,96.38,3,2,2,12,-23.6979,-46.520447,Jardim Sul,2
775813.11,40.93,4,3,2,14,-23.622405,-46.581431,Vila Nobre,3
925932.43,109.73,2,3,3,20,-23.581126,-46.508949,Jardim Sul,3
887089.59,108.95,3,3,2,8,-23.556534,-46.516173,Jardim Sul,2
948939.78,140.33,3,2,1,42,-23.652099,-46.583911,Zona Leste,3
427798.5,67.44,2,3,1,43,-23.58536,-46.698639,Centro,2
402342.05,63.09,2,2,2,48,-23.548192,-46.504801,Centro,1
895391.1,114.81,4,2,1,31,-23.558266,-46.586672,Jardim Sul,2
976852.98,101.24,3,2,3,37,-23.534598,-46.619001,Vila Nobre,1
390710.81,28.66,3,2,3,26,-23.568748,-46.560771,Centro,1
550551.49,36.21,3,2,1,48,-23.693967,-46.641946,Vila Nobre,2
634653.4,154.45,2,3,3,43,-23.538866,-46.596097,Zona Leste,2
623028.51,86.26,2,1,1,26,-23.674742,-46.532723,Centro,2
432045.96,87.2,2,2,2,37,-23.625323,-46.625927,Bairro Industrial,2
502868.22,104.14,4,2,2,48,-23.539802,-46.67651,Bairro Industrial,1
476257.18,76.61,2,3,1,42,-23.605101,-46.551706,Centro,1
433059.36,45.64,2,2,1,13,-23.687669,-46.668613,Centro,1
689702.59,58.77,3,2,1,32,-23.620624,-46.611937,Jardim Sul,3
672613.02,76.16,3,3,1,0,-23.68796,-46.684596,Jardim Sul,2
332783.3,55.67,2,1,1,3,-23.591985,-46.635746,Bairro Industrial,1
373805.68,40.28,2,2,1,48,-23.52065,-46.687229,Jardim Sul,2
690520.81,96.77,3,2,1,15,-23.573431,-46.568977,Jardim Sul,1
1152347.45,126.49,3,2,1,0,-23.518923,-46.548366,Vila Nobre,1
715659.76,83.14,2,2,1,31,-23.633852,-46.535272,Vila Nobre,2
967783.59,96.0,2,2,1,4,-23.53929,-46.58345,Jardim Sul,3
677637.14,71.42,2,3,1,6,-23.503561,-46.574624,Jardim Sul,2
573547.85,67.36,3,2,2,33,-23.63415,-46.576385,Jardim Sul,2
1248760.32,132.13,2,3,1,39,-23.581719,-46.637778,Vila Nobre,3
457446.75,68.46,4,3,0,46,-23.659028,-46.578012,Zona Leste,2
731582.13,79.86,3,3,2,4,-23.653215,-46.681003,Centro,3
1021700.39,134.01,3,3,1,4,-23.614595,-46.539839,Jardim Sul,2
645681.49,92.67,2,2,1,30,-23.598586,-46.6743,Centro,2
685348.76,91.17,2,2,2,33,-23.624491,-46.674033,Jardim Sul,1
1119246.56,149.1,3,1,0,6,-23.665206,-46.6327,Jardim Sul,3
947273.67,104.51,3,2,1,18,-23.689712,-46.538518,Vila Nobre,2
885331.43,55.87,3,1,2,27,-23.537525,-46.641875,Vila Nobre,3
520779.87,30.36,3,2,1,33,-23.681626,-46.530492,Vila Nobre,2
488732.53,86.15,4,3,1,11,-23.592751,-46.567139,Bairro Industrial,1
534664.76,65.13,3,2,2,20,-23.647147,-46.538991,Jardim Sul,1
929040.3,156.59,4,2,1,14,-23.57176,-46.586948,Bairro Industrial,3
506829.85,127.04,2,2,1,33,-23.535245,-46.550109,Bairro Industrial,1
601853.99,68.42,3,1,1,25,-23.66287,-46.671175,Vila Nobre,1
840962.1,100.95,3,3,0,40,-23.664342,-46.649341,Jardim Sul,3
381005.47,13.58,4,3,2,7,-23.626585,-46.609521,Jardim Sul,2
524960.48,83.78,3,2,1,33,-23.550007,-46.595622,Zona Leste,1
693269.29,91.62,4,3,1,1,-23.550491,-46.548229,Centro,2
568158.24,76.64,3,3,0,35,-23.523967,-46.56569,Jardim Sul,2
506985.12,28.49,3,2,1,6,-23.594083,-46.680253,Vila Nobre,3
728779.98,94.03,3,3,1,44,-23.548875,-46.63351,Jardim Sul,1
547071.88,63.47,1,1,2,10,-23.614023,-46.605365,Jardim Sul,3
178367.84,23.32,1,1,0,37,-23.696552,-46.571074,Centro,1
727073.17,58.35,2,3,2,34,-23.541994,-46.643318,Vila Nobre,3
807135.22,89.72,2,3,1,17,-23.545703,-46.63149,Jardim Sul,2
317341.89,13.11,3,2,2,35,-23.653002,-46.69987,Centro,2
554947.03,101.19,2,2,1,25,-23.520932,-46.693408,Bairro Industrial,2
792445.96,107.85,4,2,1,48,-23.632476,-46.61766,Jardim Sul,2
877531.41,112.3,4,3,1,29,-23.6972,-46.534729,Jardim Sul,1
986517.91,143.71,2,2,1,18,-23.574343,-46.534189,Jardim Sul,3
588089.79,40.79,3,2,2,11,-23.561213,-46.676365,Jardim Sul,2
812123.27,121.45,2,2,2,32,-23.596149,-46.681521,Zona Leste,2
682080.6,114.68,2,3,1,29,-23.62457,-46.679307,Zona Leste,2
544540.68,46.47,2,3,1,46,-23.590307,-46.62306,Vila Nobre,3
999678.41,71.69,4,3,2,7,-23.649276,-46.531747,Vila Nobre,2
770390.1,128.8,2,1,2,27,-23.520346,-46.536927,Centro,1
607032.33,113.76,2,2,0,27,-23.504646,-46.64526,Zona Leste,1
671241.17,80.66,2,2,1,47,-23.653117,-46.57311,Jardim Sul,3
1326735.04,203.21,3,3,2,32,-23.526397,-46.560795,Zona Leste,3
945443.32,113.24,3,3,2,35,-23.597152,-46.590228,Vila Nobre,2
668620.78,127.3,3,2,2,33,-23.53132,-46.595256,Zona Leste,1
702255.47,83.78,4,3,0,35,-23.675798,-46.632624,Vila Nobre,1
934209.27,90.55,1,1,2,30,-23.534215,-46.696953,Vila Nobre,2
886248.57,152.56,3,2,1,49,-23.545851,-46.61096,Zona Leste,3
1011919.04,94.82,3,1,2,4,-23.613473,-46.594126,Vila Nobre,2
384049.15,63.95,2,2,1,36,-23.51832,-46.686165,Bairro Industrial,2
850098.02,132.34,4,3,1,11,-23.661168,-46.53615,Zona Leste,3
699891.32,88.1,3,2,2,44,-23.635987,-46.613021,Jardim Sul,2
903765.74,108.61,4,3,1,47,-23.544758,-46.509267,Jardim Sul,2
690399.53,45.86,3,2,1,27,-23.675649,-46.534196,Vila Nobre,2
425952.43,31.09,3,2,1,35,-23.539137,-46.644838,Jardim Sul,2
1339625.69,145.29,3,3,2,18,-23.693941,-46.52879,Vila Nobre,3
715339.2,51.46,3,1,3,12,-23.545003,-46.696536,Jardim Sul,2
621692.87,70.69,2,2,2,38,-23.574735,-46.619173,Jardim Sul,2
919568.58,97.96,4,3,0,18,-23.6177,-46.608131,Jardim Sul,3
994053.86,142.58,2,1,0,7,-23.656146,-46.644107,Jardim Sul,2
587965.27,81.55,3,2,3,31,-23.693871,-46.696028,Zona Leste,2
1016595.45,188.6,2,2,0,11,-23.505171,-46.552162,Bairro Industrial,3
677638.09,93.6,2,2,1,25,-23.620312,-46.661713,Centro,2
1123168.16,160.41,2,2,3,28,-23.679174,-46.504412,Vila Nobre,1
693914.2,117.4,1,1,2,35,-23.540276,-46.663157,Bairro Industrial,3
529427.67,89.63,3,3,0,12,-23.642248,-46.543958,Bairro Industrial,3
1125074.39,115.67,3,2,2,0,-23.679267,-46.672368,Vila Nobre,2
643797.38,73.61,3,3,0,20,-23.627459,-46.501074,Vila Nobre,3
915918.6,93.21,3,2,1,38,-23.638095,-46.607034,Vila Nobre,1
717695.63,95.28,1,1,1,11,-23.697209,-46.566373,Zona Leste,3
824481.93,97.5,4,3,1,1,-23.688311,-46.564541,Zona Leste,3
460525.49,46.84,2,2,1,35,-23.681894,-46.667133,Zona Leste,3
583360.28,47.18,4,3,1,35,-23.614598,-46.689512,Jardim Sul,2
181958.75,16.25,2,2,1,49,-23.527072,-46.61952,Bairro Industrial,3
553352.01,88.92,3,3,1,24,-23.539501,-46.612286,Zona Leste,2
446575.4,79.04,2,2,0,39,-23.649409,-46.578344,Bairro Industrial,2
623197.78,65.27,4,3,2,9,-23.540625,-46.653015,Jardim Sul,1
1135657.39,116.93,2,2,2,2,-23.689702,-46.574002,Zona Leste,3
914842.4,83.36,2,2,2,4,-23.570672,-46.543151,Jardim Sul,2
816724.63,57.8,2,2,2,3,-23.513421,-46.530509,Vila Nobre,3
972856.37,167.01,2,2,1,41,-23.601612,-46.523478,Jardim Sul,3
548304.97,37.12,3,2,1,44,-23.646004,-46.622697,Vila Nobre,3
1076411.19,102.11,3,2,1,19,-23.549696,-46.641671,Vila Nobre,2
1024408.47,140.78,2,2,3,31,-23.556256,-46.607695,Centro,2
547922.59,99.27,2,2,2,30,-23.664411,-46.649483,Centro,1
584646.91,69.63,3,2,2,18,-23.615513,-46.678439,Jardim Sul,1
461090.45,95.26,3,2,0,48,-23.558111,-46.611694,Zona Leste,1
750076.45,90.54,3,2,1,33,-23.508843,-46.562171,Jardim Sul,1
592699.22,90.15,4,2,3,2,-23.649049,-46.675719,Centro,1
858157.41,98.39,2,1,1,36,-23.516848,-46.596473,Vila Nobre,2
729357.71,107.05,2,2,1,29,-23.570521,-46.535481,Centro,2
743257.87,39.46,3,1,2,17,-23.617754,-46.537642,Vila Nobre,3
833531.77,122.31,3,2,0,9,-23.540273,-46.579685,Jardim Sul,1
835049.0,86.52,3,2,1,39,-23.569302,-46.522842,Jardim Sul,3
452858.0,66.07,2,2,1,38,-23.535326,-46.562725,Centro,1
778506.3,119.33,3,2,1,14,-23.686335,-46.670259,Zona Leste,2
827637.88,70.6,2,2,1,14,-23.697808,-46.568478,Vila Nobre,2
898190.45,132.0,2,1,1,18,-23.67606,-46.539132,Jardim Sul,2
692345.9,69.97,2,3,1,4,-23.599499,-46.572837,Jardim Sul,2
512986.68,32.58,4,3,2,1,-23.576705,-46.670297,Jardim Sul,2
539031.0,64.66,4,3,2,4,-23.527959,-46.639453,Centro,2
1363819.97,175.87,2,2,1,38,-23.652558,-46.503066,Jardim Sul,3
528709.69,57.63,3,3,1,43,-23.638463,-46.514664,Jardim Sul,3
538254.07,94.0,2,2,1,11,-23.510692,-46.66895,Zona Leste,3
637751.81,137.06,2,1,1,15,-23.532406,-46.537928,Bairro Industrial,3
1113670.22,107.64,2,2,2,21,-23.580728,-46.576651,Vila Nobre,2
642207.93,31.41,2,3,2,0,-23.698524,-46.59469,Vila Nobre,2
505624.95,83.02,3,2,3,31,-23.686855,-46.50266,Bairro Industrial,2
424443.5,35.34,2,1,3,29,-23.693926,-46.616002,Jardim Sul,2
940073.5,103.39,2,1,0,39,-23.591283,-46.579321,Vila Nobre,3
812290.61,124.79,3,3,1,5,-23.620124,-46.60737,Zona Leste,2
966076.88,114.82,2,2,1,31,-23.526004,-46.680273,Vila Nobre,2
808477.69,53.17,3,2,1,4,-23.567795,-46.671632,Vila Nobre,2
824839.08,73.79,3,2,3,0,-23.574618,-46.559758,Jardim Sul,2
942550.47,114.17,2,2,1,12,-23.674231,-46.574433,Vila Nobre,2
805855.4,115.8,2,2,2,10,-23.665661,-46.618522,Centro,3
325396.22,44.62,2,1,1,32,-23.555762,-46.562058,Jardim Sul,2
568966.96,60.64,3,2,2,20,-23.528141,-46.672423,Centro,3
1008043.69,102.43,2,3,2,18,-23.578073,-46.614241,Jardim Sul,3
616404.87,100.11,2,2,0,27,-23.64053,-46.571804,Zona Leste,2
450674.82,56.1,3,2,1,41,-23.692034,-46.684907,Zona Leste,2
429861.58,95.45,3,2,2,38,-23.610976,-46.570862,Bairro Industrial,3
781526.64,68.05,3,3,0,39,-23.538529,-46.538479,Vila Nobre,2
1257441.8,130.94,3,2,1,34,-23.628013,-46.508277,Vila Nobre,2
699536.1,120.11,2,2,1,21,-23.516145,-46.688071,Centro,2
308190.42,29.79,3,3,1,48,-23.540055,-46.557905,Zona Leste,3
414910.12,56.85,3,2,2,48,-23.562085,-46.581361,Centro,3
897007.01,69.44,3,3,0,25,-23.605395,-46.676215,Vila Nobre,3
1208667.17,103.11,3,2,3,12,-23.617126,-46.52604,Vila Nobre,2
912132.98,112.57,2,2,2,34,-23.619215,-46.562224,Jardim Sul,3
1066832.24,140.05,2,3,1,32,-23.674045,-46.600874,Zona Leste,3
1089840.85,119.17,4,3,1,1,-23.631585,-46.597574,Vila Nobre,1
1497788.14,156.91,2,2,2,13,-23.670823,-46.69626,Vila Nobre,2
930322.05,115.89,2,2,1,24,-23.559164,-46.527453,Vila Nobre,2
727845.93,103.43,3,3,1,44,-23.518727,-46.62965,Zona Leste,2
958711.98,114.85,1,1,3,19,-23.611388,-46.583114,Vila Nobre,2
566304.1,69.43,3,2,1,29,-23.623556,-46.632013,Zona Leste,1
602027.9,98.08,2,1,1,17,-23.699014,-46.637426,Zona Leste,2
850354.65,85.8,3,3,2,8,-23.676028,-46.599324,Zona Leste,2
1069911.45,142.05,4,2,2,20,-23.557726,-46.523422,Centro,3
789720.75,88.04,4,3,1,5,-23.50044,-46.606687,Jardim Sul,2
366917.73,52.95,2,3,3,43,-23.627707,-46.532123,Bairro Industrial,1
603523.14,39.32,3,3,1,10,-23.574325,-46.604961,Vila Nobre,2
211252.98,21.11,2,2,1,2,-23.516126,-46.546255,Bairro Industrial,1
815762.62,97.18,3,2,1,34,-23.585597,-46.665186,Vila Nobre,1
782585.73,165.21,2,2,3,13,-23.541132,-46.527039,Bairro Industrial,2
919828.21,87.34,3,1,1,47,-23.583742,-46.555598,Vila Nobre,3
969826.52,205.56,2,2,2,22,-23.64544,-46.671006,Zona Leste,2
387575.85,44.53,3,2,3,44,-23.505631,-46.519953,Centro,2
349988.46,85.78,2,2,0,40,-23.665532,-46.687654,Bairro Industrial,1
523331.06,57.45,2,3,2,4,-23.522898,-46.574335,Jardim Sul,1
403258.56,41.0,2,2,0,42,-23.533281,-46.697743,Jardim Sul,2
1603213.29,161.36,3,2,0,7,-23.503303,-46.657794,Vila Nobre,3
756998.0,147.47,2,2,2,26,-23.662607,-46.617123,Centro,2
703501.2,84.87,2,2,0,38,-23.610401,-46.580461,Jardim Sul,2
714082.05,80.64,3,2,1,20,-23.578435,-46.571695,Zona Leste,3
1239452.48,133.78,2,2,3,8,-23.654151,-46.661662,Jardim Sul,3
322811.62,68.64,2,2,2,30,-23.594946,-46.689069,Bairro Industrial,1
774464.83,78.5,2,1,0,35,-23.60861,-46.658608,Vila Nobre,3
264590.83,8.37,2,2,0,12,-23.526654,-46.575779,Zona Leste,3
785890.62,50.03,2,2,1,8,-23.545902,-46.601705,Vila Nobre,3
520381.57,90.06,3,3,1,8,-23.595622,-46.544874,Bairro Industrial,2
645086.45,64.12,4,2,1,6,-23.546763,-46.677474,Zona Leste,2
835262.36,119.85,3,2,1,46,-23.62116,-46.533105,Jardim Sul,3
1147665.94,146.25,3,2,1,39,-23.542846,-46.554086,Vila Nobre,3
585330.66,66.0,3,2,1,35,-23.634632,-46.627648,Zona Leste,3
654063.59,65.3,2,2,1,44,-23.523118,-46.519682,Jardim Sul,2
914205.61,113.9,2,1,3,7,-23.571863,-46.510351,Jardim Sul,2
649964.88,60.12,3,2,2,20,-23.5979,-46.691599,Vila Nobre,1
486243.15,75.14,1,1,1,42,-23.646957,-46.630824,Jardim Sul,2
641454.67,112.84,2,1,1,18,-23.698334,-46.55778,Centro,1
862708.27,114.62,2,2,1,15,-23.60872,-46.602864,Zona Leste,3
526512.55,43.28,3,3,2,27,-23.516258,-46.608509,Jardim Sul,3
738625.73,122.74,1,1,2,27,-23.540183,-46.627531,Jardim Sul,2
1128651.22,140.61,2,3,1,39,-23.591572,-46.69386,Vila Nobre,1
541737.0,73.43,3,1,2,4,-23.693113,-46.652363,Bairro Industrial,2
936976.97,102.04,3,1,2,41,-23.612309,-46.556882,Jardim Sul,2
721477.97,63.75,4,2,3,48,-23.613526,-46.637159,Jardim Sul,3
1065554.09,108.11,2,1,2,10,-23.628472,-46.666274,Vila Nobre,3
789735.6,89.63,3,2,1,6,-23.531516,-46.686793,Jardim Sul,3
444907.01,47.69,2,2,1,34,-23.652425,-46.63033,Vila Nobre,2
586722.16,51.18,3,1,2,22,-23.697583,-46.620614,Jardim Sul,2
538201.17,50.43,3,3,3,5,-23.633511,-46.556198,Centro,2
426361.35,61.48,3,2,2,18,-23.504369,-46.568293,Zona Leste,1
545000.18,112.1,1,1,1,37,-23.582459,-46.656729,Zona Leste,2
657213.01,107.93,2,3,1,48,-23.532762,-46.622251,Zona Leste,2
544918.52,99.07,2,2,2,39,-23.572777,-46.558988,Bairro Industrial,2
682153.95,67.62,3,3,1,1,-23.555128,-46.68727,Jardim Sul,3
358743.56,0.52,3,2,1,13,-23.616153,-46.645022,Vila Nobre,2
285567.34,11.09,2,2,3,45,-23.606389,-46.667343,Zona Leste,3
701949.22,92.28,2,2,0,5,-23.630256,-46.629832,Zona Leste,3
713160.72,77.35,3,3,2,29,-23.570459,-46.592799,Jardim Sul,2
496724.22,59.6,2,3,1,16,-23.661855,-46.683145,Jardim Sul,2
669585.04,118.07,2,2,1,15,-23.587322,-46.61457,Centro,2
357472.94,2.05,3,1,1,7,-23.575654,-46.670454,Jardim Sul,3
1153292.24,129.75,3,1,1,21,-23.511005,-46.655549,Jardim Sul,3
878240.82,93.25,3,2,2,39,-23.608142,-46.567864,Jardim Sul,3
494231.34,69.7,2,2,1,47,-23.518641,-46.69205,Zona Leste,2
519596.25,86.67,2,2,1,39,-23.63129,-46.520601,Centro,2
250275.3,0.28,3,1,0,1,-23.639827,-46.618812,Jardim Sul,1
212738.64,15.12,2,3,1,9,-23.63888,-46.685247,Bairro Industrial,2
464362.93,64.9,2,2,1,12,-23.600791,-46.577461,Centro,2
720390.45,130.88,2,2,1,46,-23.618422,-46.500589,Zona Leste,2
686282.31,113.26,2,1,3,31,-23.651468,-46.667051,Centro,2
333032.08,3.79,2,2,1,9,-23.623754,-46.694896,Vila Nobre,2
351367.66,57.62,2,1,0,45,-23.628628,-46.63115,Zona Leste,2
838710.12,113.55,3,3,1,9,-23.580268,-46.600321,Jardim Sul,2
1004517.02,89.29,2,3,1,24,-23.555298,-46.67562,Vila Nobre,3
323309.59,51.09,2,3,2,7,-23.510319,-46.618216,Zona Leste,2
653534.16,71.51,3,2,2,30,-23.663124,-46.664251,Jardim Sul,2
543874.64,54.43,3,2,1,7,-23.625705,-46.514446,Zona Leste,1
303587.94,25.62,2,2,3,3,-23.570517,-46.563934,Bairro Industrial,3
716371.66,66.73,3,2,2,37,-23.533741,-46.604389,Jardim Sul,3
1030306.52,146.25,3,2,2,37,-23.647236,-46.665635,Zona Leste,3
839526.51,130.02,2,2,1,47,-23.502491,-46.678494,Jardim Sul,1
646760.35,85.72,2,2,2,21,-23.691231,-46.616416,Jardim Sul,2
587633.22,47.62,2,3,1,9,-23.56769,-46.662184,Jardim Sul,2
631099.03,75.26,3,1,3,24,-23.693493,-46.648127,Centro,2
628343.55,57.17,4,3,2,12,-23.577125,-46.568758,Jardim Sul,2
434527.03,54.99,2,2,1,7,-23.504034,-46.610589,Centro,3
587923.41,36.52,2,2,1,45,-23.669676,-46.546194,Vila Nobre,3
1022830.09,116.22,3,1,2,19,-23.567159,-46.585161,Vila Nobre,1
649855.07,82.81,2,2,0,17,-23.588675,-46.509601,Jardim Sul,2
318482.78,27.11,3,2,2,18,-23.69645,-46.544683,Zona Leste,1
1177469.83,123.9,3,1,1,27,-23.528353,-46.626755,Vila Nobre,2
753465.51,118.63,2,2,1,24,-23.645411,-46.55245,Jardim Sul,1
853719.83,107.19,2,2,1,1,-23.534588,-46.531801,Jardim Sul,3
1309739.25,113.45,3,2,1,19,-23.5308,-46.685437,Vila Nobre,2
921007.09,100.57,3,2,1,47,-23.662592,-46.528452,Jardim Sul,3
598515.96,113.14,2,2,1,49,-23.534019,-46.564121,Bairro Industrial,2
748601.42,76.21,1,1,1,7,-23.653209,-46.694258,Vila Nobre,2
1830445.0,205.82,4,3,1,2,-23.598401,-46.678738,Jardim Sul,2
1263331.94,118.74,2,2,1,15,-23.51342,-46.519799,Vila Nobre,2
821837.78,85.58,3,2,1,24,-23.619235,-46.600783,Vila Nobre,3
289692.77,10.52,2,2,1,12,-23.63766,-46.633415,Jardim Sul,2
1083886.55,166.78,2,2,1,1,-23.673807,-46.524294,Zona Leste,2
762300.06,118.28,2,2,1,31,-23.542192,-46.696951,Centro,3
1024020.3,149.11,2,1,2,19,-23.577477,-46.551224,Zona Leste,3
821104.09,104.28,3,2,1,27,-23.595159,-46.673332,Jardim Sul,3
1017036.66,66.18,4,3,1,45,-23.605262,-46.680294,Vila Nobre,3
657762.52,65.64,3,2,2,44,-23.578848,-46.607292,Jardim Sul,3
557068.74,108.57,3,2,1,10,-23.601253,-46.63833,Centro,2
597699.74,62.01,2,2,1,9,-23.691067,-46.695212,Jardim Sul,3
1044536.18,117.04,2,2,1,16,-23.5195,-46.536103,Jardim Sul,3
1133635.2,138.93,4,3,1,37,-23.606135,-46.639874,Jardim Sul,2
298740.06,46.62,3,1,1,41,-23.553716,-46.559126,Centro,1
589500.55,57.12,4,3,1,11,-23.525378,-46.601579,Jardim Sul,2
1035249.43,113.84,3,2,1,25,-23.537614,-46.529664,Zona Leste,3
317187.97,54.82,2,3,1,7,-23.516269,-46.563684,Bairro Industrial,1
457442.22,50.35,2,2,3,46,-23.599836,-46.579429,Jardim Sul,2
401430.14,112.19,2,1,0,45,-23.613202,-46.625323,Bairro Industrial,2
582232.87,105.53,2,3,2,2,-23.620954,-46.516584,Bairro Industrial,2
726476.19,92.58,2,3,2,2,-23.552607,-46.602781,Jardim Sul,1
883620.38,153.34,4,2,1,1,-23.685443,-46.682482,Zona Leste,2
699796.19,73.96,4,3,1,23,-23.51721,-46.633542,Jardim Sul,3
1067233.6,95.51,2,3,3,5,-23.657361,-46.53859,Jardim Sul,3
1102691.63,139.79,4,3,1,45,-23.649916,-46.6598,Vila Nobre,1
308536.74,32.34,3,2,2,45,-23.533987,-46.522123,Bairro Industrial,3
1191529.04,130.94,4,2,2,34,-23.67766,-46.547579,Jardim Sul,2
559836.28,99.08,2,2,1,16,-23.660271,-46.610217,Zona Leste,1
542623.35,104.85,2,2,2,33,-23.685856,-46.698118,Zona Leste,2
1162277.88,146.29,3,2,1,28,-23.601134,-46.560972,Vila Nobre,2
643286.99,66.5,3,2,1,3,-23.597626,-46.680311,Zona Leste,3
834047.12,115.73,2,3,0,7,-23.536881,-46.501211,Centro,3
586810.22,53.27,3,3,1,32,-23.57926,-46.548973,Jardim Sul,3
636965.67,107.81,3,2,1,47,-23.634099,-46.588462,Bairro Industrial,3
333485.83,63.09,2,2,1,10,-23.530606,-46.600252,Bairro Industrial,2
1013702.31,114.01,2,3,1,41,-23.66647,-46.569106,Jardim Sul,3
728233.44,103.74,1,1,1,41,-23.536533,-46.542518,Jardim Sul,1
733239.53,75.72,3,1,1,21,-23.660472,-46.63099,Jardim Sul,2
797508.08,137.78,4,2,0,5,-23.622761,-46.584442,Jardim Sul,1
757505.13,120.65,2,3,1,37,-23.503971,-46.582212,Zona Leste,2
681388.13,104.32,3,2,3,40,-23.526926,-46.607136,Centro,1
578489.18,62.18,3,2,1,12,-23.652909,-46.52733,Jardim Sul,3
1815355.56,184.63,3,1,2,12,-23.693224,-46.572071,Vila Nobre,3
711613.54,70.97,3,3,2,37,-23.649999,-46.505851,Vila Nobre,1
571308.39,96.77,3,2,1,35,-23.552993,-46.555568,Centro,2
482131.55,7.32,3,2,3,8,-23.670124,-46.587548,Vila Nobre,2
747519.19,150.7,2,2,2,48,-23.699293,-46.628103,Centro,1
521559.73,64.86,1,1,1,38,-23.608139,-46.510098,Centro,3
352999.99,7.86,2,2,2,26,-23.657061,-46.687213,Jardim Sul,3
775683.2,98.68,3,3,2,30,-23.539982,-46.541859,Jardim Sul,2
1272278.74,124.01,2,3,2,12,-23.652984,-46.501728,Vila Nobre,2
516833.29,71.57,2,2,1,27,-23.675899,-46.686723,Jardim Sul,2
1375835.31,133.45,3,1,1,12,-23.587011,-46.689453,Vila Nobre,3
954889.44,112.56,2,2,2,21,-23.609337,-46.641484,Vila Nobre,2
646419.93,161.28,3,2,2,38,-23.621513,-46.697994,Bairro Industrial,2
882718.12,97.78,3,2,1,10,-23.68282,-46.664297,Vila Nobre,2
679739.78,64.33,4,3,1,9,-23.675906,-46.655671,Jardim Sul,2
1221735.56,183.01,2,3,0,18,-23.599048,-46.693194,Jardim Sul,2
758537.49,62.69,2,2,2,45,-23.625634,-46.684443,Vila Nobre,3
612502.08,87.06,2,3,1,38,-23.596678,-46.635652,Jardim Sul,2
401118.06,39.87,3,3,1,15,-23.570272,-46.611658,Centro,2
1123388.13,102.57,2,3,1,8,-23.521991,-46.60993,Vila Nobre,2
951891.0,185.16,2,1,1,5,-23.691758,-46.566173,Bairro Industrial,3
1119300.45,150.39,3,1,2,35,-23.511911,-46.539118,Jardim Sul,3
472771.9,41.01,2,2,3,37,-23.504413,-46.593029,Vila Nobre,3
1250547.28,127.69,2,2,1,28,-23.572038,-46.676907,Vila Nobre,2
955507.85,60.91,2,2,1,1,-23.644349,-46.636059,Vila Nobre,3
902943.36,199.6,3,1,0,23,-23.662957,-46.651311,Bairro Industrial,3
1181804.15,118.68,1,1,1,43,-23.583072,-46.567664,Vila Nobre,3
917167.74,91.23,3,2,0,27,-23.67299,-46.581155,Vila Nobre,2
1200091.87,123.28,4,3,2,35,-23.628206,-46.567084,Vila Nobre,3
831432.47,130.75,3,2,2,6,-23.562912,-46.606892,Zona Leste,1
1011706.15,108.25,4,3,2,33,-23.675382,-46.578967,Jardim Sul,3
313029.19,31.03,3,3,2,39,-23.508581,-46.535794,Centro,1
535979.05,95.88,3,2,2,42,-23.518594,-46.584857,Centro,1
894214.58,79.28,4,2,0,22,-23.667852,-46.636845,Vila Nobre,2
